"","x"
"CELL1061_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL968_N1_11T35-2-210426","Glu_1_Dg_PPP3CA"
"CELL1032_N1_11T35-2-210426","olig_20_olig_olig"
"CELL707_N1_11T35-2-210426","Glu_1_Dg_PPP3CA"
"CELL753_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL1112_N1_11T35-2-210426","OPC_21_OPC_OPC"
"CELL719_N1_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL685_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL303_N1_11T35-2-210426","Glu_3_CA_FREM1"
"CELL273_N1_11T35-2-210426","Glu_13_CA_NDST4"
"CELL773_N1_11T35-2-210426","Glu_14_Dg_NCDN"
"CELL1045_N1_11T35-2-210426","GABA_3_Pvalb_PDGFC"
"CELL1028_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL493_N1_11T35-2-210426","Glu_6_CA_CA2"
"CELL766_N1_11T35-2-210426","Glu_1_Dg_PPP3CA"
"CELL775_N1_11T35-2-210426","Glu_2_Dg_AKAP13"
"CELL515_N1_11T35-2-210426","Glu_16_CA_TRPC3"
"CELL635_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL320_N1_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL728_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL64_N2_11T35-2-210426","Glu_3_CA_FREM1"
"CELL478_N1_11T35-2-210426","Glu_3_CA_FREM1"
"CELL365_N1_11T35-2-210426","Glu_7_CA_PRKCG"
"CELL1011_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL415_N1_11T35-2-210426","Glu_6_CA_CA2"
"CELL815_N1_11T35-2-210426","GABA_4_Cck_CLMP"
"CELL55_N2_11T35-2-210426","Glu_3_CA_FREM1"
"CELL938_N1_11T35-2-210426","olig_20_olig_olig"
"CELL1065_N1_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL665_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL993_N1_11T35-2-210426","vas_fib_15_vas_fib_vas_fib"
"CELL1013_N1_11T35-2-210426","olig_20_olig_olig"
"CELL958_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL837_N1_11T35-2-210426","Glu_16_CA_TRPC3"
"CELL1027_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL786_N1_11T35-2-210426","Glu_2_Dg_AKAP13"
"CELL467_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL966_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL543_N1_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL883_N1_11T35-2-210426","GABA_4_Cck_CLMP"
"CELL705_N1_11T35-2-210426","Glu_3_CA_FREM1"
"CELL776_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL720_N1_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL861_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL501_N1_11T35-2-210426","Glu_14_Dg_NCDN"
"CELL886_N1_11T35-2-210426","vas_fib_15_vas_fib_vas_fib"
"CELL278_N1_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL899_N1_11T35-2-210426","Glu_10_CA_ALK"
"CELL243_N1_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL916_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL802_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL781_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL1043_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL623_N1_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL435_N1_11T35-2-210426","Glu_15_CA_ABI3BP"
"CELL941_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL856_N1_11T35-2-210426","GABA_6_Vip_CBLN2"
"CELL787_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL1004_N1_11T35-2-210426","Glu_2_Dg_AKAP13"
"CELL1050_N1_11T35-2-210426","olig_20_olig_olig"
"CELL995_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL70_N2_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL452_N1_11T35-2-210426","Glu_10_CA_ALK"
"CELL925_N1_11T35-2-210426","OPC_21_OPC_OPC"
"CELL309_N1_11T35-2-210426","GABA_3_Pvalb_PDGFC"
"CELL920_N1_11T35-2-210426","Glu_10_CA_ALK"
"CELL996_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL470_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL431_N1_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL527_N1_11T35-2-210426","Glu_2_Dg_AKAP13"
"CELL79_N2_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL894_N1_11T35-2-210426","Glu_10_CA_ALK"
"CELL843_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL1081_N1_11T35-2-210426","olig_20_olig_olig"
"CELL768_N1_11T35-2-210426","GABA_1_Lamp5_NWD2"
"CELL948_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL898_N1_11T35-2-210426","vas_fib_15_vas_fib_vas_fib"
"CELL1003_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL1005_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL877_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL890_N1_11T35-2-210426","Glu_11_CA_THEMIS"
"CELL870_N1_11T35-2-210426","Glu_8_CA_PDE1C"
"CELL934_N1_11T35-2-210426","Glu_10_CA_ALK"
"CELL334_N1_11T35-2-210426","Glu_6_CA_CA2"
"CELL1119_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL1014_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL619_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL854_N1_11T35-2-210426","Glu_2_Dg_AKAP13"
"CELL828_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL1084_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL633_N1_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL949_N1_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL1037_N1_11T35-2-210426","olig_20_olig_olig"
"CELL600_N1_11T35-2-210426","Glu_3_CA_FREM1"
"CELL978_N1_11T35-2-210426","Glu_1_Dg_PPP3CA"
"CELL1111_N1_11T35-2-210426","vas_fib_15_vas_fib_vas_fib"
"CELL51_N2_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL910_N1_11T35-2-210426","OPC_21_OPC_OPC"
"CELL1049_N1_11T35-2-210426","OPC_21_OPC_OPC"
"CELL969_N1_11T35-2-210426","vas_fib_15_vas_fib_vas_fib"
"CELL595_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL1120_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL586_N1_11T35-2-210426","Glu_2_Dg_AKAP13"
"CELL588_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL1048_N1_11T35-2-210426","Glu_3_CA_FREM1"
"CELL974_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL742_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL430_N1_11T35-2-210426","Glu_12_CA_NNAT"
"CELL997_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL1121_N1_11T35-2-210426","olig_20_olig_olig"
"CELL763_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL928_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL795_N1_11T35-2-210426","GABA_5_Vip_FAT3"
"CELL604_N1_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL451_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL721_N1_11T35-2-210426","Glu_16_CA_TRPC3"
"CELL976_N1_11T35-2-210426","Glu_18_CA_NPNT"
"CELL909_N1_11T35-2-210426","Glu_2_Dg_AKAP13"
"CELL1042_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL1104_N1_11T35-2-210426","OPC_21_OPC_OPC"
"CELL476_N1_11T35-2-210426","Glu_13_CA_NDST4"
"CELL840_N1_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL532_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL930_N1_11T35-2-210426","vas_fib_15_vas_fib_vas_fib"
"CELL998_N1_11T35-2-210426","Glu_10_CA_ALK"
"CELL329_N1_11T35-2-210426","Glu_5_CA_SEMA6D"
"CELL779_N1_11T35-2-210426","Glu_10_CA_ALK"
"CELL1094_N1_11T35-2-210426","Glu_2_Dg_AKAP13"
"CELL386_N1_11T35-2-210426","Glu_2_Dg_AKAP13"
"CELL1039_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL881_N1_11T35-2-210426","vas_fib_15_vas_fib_vas_fib"
"CELL823_N1_11T35-2-210426","astrocyte_7_astrocyte_astrocyte"
"CELL730_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL445_N1_11T35-2-210426","Glu_2_Dg_AKAP13"
"CELL875_N1_11T35-2-210426","Glu_3_CA_FREM1"
"CELL737_N1_11T35-2-210426","Glu_10_CA_ALK"
"CELL895_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL917_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL880_N1_11T35-2-210426","OPC_21_OPC_OPC"
"CELL957_N1_11T35-2-210426","Glu_2_Dg_AKAP13"
"CELL1089_N1_11T35-2-210426","vas_fib_15_vas_fib_vas_fib"
"CELL230_N1_11T35-2-210426","Glu_13_CA_NDST4"
"CELL640_N1_11T35-2-210426","Glu_15_CA_ABI3BP"
"CELL818_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL1115_N1_11T35-2-210426","vas_fib_15_vas_fib_vas_fib"
"CELL1066_N1_11T35-2-210426","Glu_10_CA_ALK"
"CELL642_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL950_N1_11T35-2-210426","Glu_13_CA_NDST4"
"CELL799_N1_11T35-2-210426","Glu_0_Dg_PCDH15"
"CELL230_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2384_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL2280_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL46_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL711_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL297_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL130_N2_53T37-2-210415","Glu_10_CA_ALK"
"CELL1809_N1_53T37-2-210415","Glu_4_CA_GRIA4"
"CELL1494_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL417_N3_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1483_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL614_N1_53T37-2-210415","Glu_12_CA_NNAT"
"CELL1011_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL80_N2_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL340_N2_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1409_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL1555_N1_53T37-2-210415","GABA_11_Pvalb_TRDN"
"CELL284_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL997_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1302_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL406_N2_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL387_N3_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL144_N2_53T37-2-210415","Glu_18_CA_NPNT"
"CELL2744_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2077_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL609_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL487_N1_53T37-2-210415","Glu_18_CA_NPNT"
"CELL1771_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1456_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL1537_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2034_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL421_N3_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL551_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL229_N2_53T37-2-210415","Glu_12_CA_NNAT"
"CELL385_N2_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL504_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL2646_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1897_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1324_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1051_N1_53T37-2-210415","GABA_0_Sst_TRHDE"
"CELL1800_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1416_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL553_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL36_N3_53T37-2-210415","Glu_17_CA_CPLX3"
"CELL1536_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL706_N1_53T37-2-210415","GABA_1_Lamp5_NWD2"
"CELL1089_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL101_N2_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL117_N5_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL26_N2_53T37-2-210415","Glu_3_CA_FREM1"
"CELL367_N2_53T37-2-210415","Glu_10_CA_ALK"
"CELL2489_N1_53T37-2-210415","olig_20_olig_olig"
"CELL1814_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL177_N2_53T37-2-210415","GABA_2_Pvalb_PLCL1"
"CELL486_N1_53T37-2-210415","GABA_0_Sst_TRHDE"
"CELL2165_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL677_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2642_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL147_N2_53T37-2-210415","GABA_2_Pvalb_PLCL1"
"CELL505_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1151_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1212_N1_53T37-2-210415","GABA_8_Lamp5_NMBR"
"CELL439_N2_53T37-2-210415","GABA_1_Lamp5_NWD2"
"CELL2202_N1_53T37-2-210415","Glu_6_CA_CA2"
"CELL1697_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL39_N3_53T37-2-210415","Glu_12_CA_NNAT"
"CELL645_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2214_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL221_N2_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1275_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL75_N2_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1788_N1_53T37-2-210415","Glu_4_CA_GRIA4"
"CELL1024_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL457_N1_53T37-2-210415","Glu_16_CA_TRPC3"
"CELL617_N1_53T37-2-210415","Glu_13_CA_NDST4"
"CELL355_N2_53T37-2-210415","Glu_3_CA_FREM1"
"CELL145_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1323_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1747_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1356_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2187_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL316_N2_53T37-2-210415","Glu_17_CA_CPLX3"
"CELL480_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL601_N1_53T37-2-210415","Glu_12_CA_NNAT"
"CELL17_N3_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1178_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1408_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2540_N1_53T37-2-210415","GABA_6_Vip_CBLN2"
"CELL131_N2_53T37-2-210415","GABA_11_Pvalb_TRDN"
"CELL2038_N1_53T37-2-210415","Glu_16_CA_TRPC3"
"CELL262_N3_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2040_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1908_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL783_N1_53T37-2-210415","Glu_13_CA_NDST4"
"CELL1080_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2985_N1_53T37-2-210415","vas_fib_15_vas_fib_vas_fib"
"CELL2316_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1597_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2841_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1763_N1_53T37-2-210415","Glu_8_CA_PDE1C"
"CELL791_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1688_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2579_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL964_N1_53T37-2-210415","Glu_12_CA_NNAT"
"CELL453_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL213_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2796_N1_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL1615_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL191_N2_53T37-2-210415","GABA_7_Sst_NPY"
"CELL1114_N1_53T37-2-210415","Glu_12_CA_NNAT"
"CELL1171_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL1002_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL212_N2_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL2345_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL1974_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL251_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL94_N2_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL977_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2542_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2116_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2433_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL2927_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1082_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL129_N2_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL954_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL589_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL403_N2_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL2577_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL227_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL972_N1_53T37-2-210415","Glu_16_CA_TRPC3"
"CELL1448_N1_53T37-2-210415","GABA_10_Lamp5_CA8"
"CELL2244_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL867_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL600_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL84_N2_53T37-2-210415","Glu_10_CA_ALK"
"CELL477_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL2473_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL717_N1_53T37-2-210415","GABA_2_Pvalb_PLCL1"
"CELL362_N3_53T37-2-210415","Glu_3_CA_FREM1"
"CELL843_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL318_N2_53T37-2-210415","GABA_1_Lamp5_NWD2"
"CELL303_N3_53T37-2-210415","Glu_10_CA_ALK"
"CELL446_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL27_N2_53T37-2-210415","Glu_13_CA_NDST4"
"CELL993_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL141_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL510_N1_53T37-2-210415","Glu_12_CA_NNAT"
"CELL737_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL478_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL1953_N1_53T37-2-210415","OPC_21_OPC_OPC"
"CELL1065_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL903_N1_53T37-2-210415","Glu_13_CA_NDST4"
"CELL1589_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1150_N1_53T37-2-210415","Glu_13_CA_NDST4"
"CELL1693_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL764_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2205_N1_53T37-2-210415","olig_20_olig_olig"
"CELL811_N1_53T37-2-210415","Glu_11_CA_THEMIS"
"CELL1491_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL476_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL2255_N1_53T37-2-210415","olig_20_olig_olig"
"CELL2537_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL1023_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1405_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2517_N1_53T37-2-210415","Glu_6_CA_CA2"
"CELL1243_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL337_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL86_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1904_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL595_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL996_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL655_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL461_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1862_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL685_N1_53T37-2-210415","Glu_17_CA_CPLX3"
"CELL1754_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL900_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL636_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL561_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL348_N2_53T37-2-210415","GABA_5_Vip_FAT3"
"CELL2127_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL767_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL2419_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL83_N2_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL192_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL62_N2_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL275_N3_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL207_N2_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL1214_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL710_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL494_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL866_N1_53T37-2-210415","Glu_9_CA_AADAT"
"CELL939_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL329_N2_53T37-2-210415","Glu_3_CA_FREM1"
"CELL448_N2_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL643_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL390_N2_53T37-2-210415","Glu_3_CA_FREM1"
"CELL339_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL587_N1_53T37-2-210415","Glu_16_CA_TRPC3"
"CELL971_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL544_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL400_N2_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1251_N1_53T37-2-210415","Glu_17_CA_CPLX3"
"CELL491_N1_53T37-2-210415","Glu_15_CA_ABI3BP"
"CELL1564_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL1230_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2252_N1_53T37-2-210415","astrocyte_7_astrocyte_astrocyte"
"CELL695_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL150_N2_53T37-2-210415","Glu_3_CA_FREM1"
"CELL256_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL517_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1164_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL163_N2_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL1776_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL1548_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL315_N3_53T37-2-210415","Glu_14_Dg_NCDN"
"CELL681_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL570_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL2755_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL444_N2_53T37-2-210415","GABA_7_Sst_NPY"
"CELL1914_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL392_N2_53T37-2-210415","Glu_3_CA_FREM1"
"CELL182_N3_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL810_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1793_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL1290_N1_53T37-2-210415","Glu_1_Dg_PPP3CA"
"CELL37_N2_53T37-2-210415","Glu_3_CA_FREM1"
"CELL292_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2967_N1_53T37-2-210415","Glu_8_CA_PDE1C"
"CELL2351_N1_53T37-2-210415","Glu_3_CA_FREM1"
"CELL615_N1_53T37-2-210415","Glu_12_CA_NNAT"
"CELL356_N2_53T37-2-210415","Glu_17_CA_CPLX3"
"CELL2074_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL465_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL579_N1_53T37-2-210415","Glu_12_CA_NNAT"
"CELL943_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL933_N1_53T37-2-210415","GABA_2_Pvalb_PLCL1"
"CELL493_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL160_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL2324_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1650_N1_53T37-2-210415","Glu_2_Dg_AKAP13"
"CELL513_N1_53T37-2-210415","Glu_10_CA_ALK"
"CELL116_N2_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL648_N1_53T37-2-210415","Glu_5_CA_SEMA6D"
"CELL540_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL692_N1_53T37-2-210415","GABA_4_Cck_CLMP"
"CELL1000_N1_53T37-2-210415","Glu_0_Dg_PCDH15"
"CELL1590_N1_53T37-2-210415","vas_fib_15_vas_fib_vas_fib"
"CELL1311_N1_53T37-2-210415","Glu_7_CA_PRKCG"
"CELL666_N1_53T37-2-210415","Glu_3_CA_FREM1"
